#Timestamp	Benchmark	CPU(4) Frequency(MHz)	CPU(4) Temperature(C)	A15 Voltage(V)	A15 Current(A)	A15 Power(W)	CPU_CYCLES	SW_INCR	L1I_CACHE_REFILL	L1I_TLB_REFILL	L1D_CACHE_REFILL	L1D_CACHE_ACCESS	L1D_TLB_REFILL
1481244724053782224	automotive_bitcount	1500	55	1.000000	0.394000	0.430000	474513330	0	221707	67307	54728	54121776	84991
1481244724562691253	automotive_bitcount	1500	55	1.000000	0.926000	1.004000	751201398	0	43292	18864	8610	93986582	18416
1481244725071419490	automotive_bitcount	1500	55	1.000000	0.934000	1.013000	750878728	0	43283	19943	9047	97234769	18362
1481244725580178810	automotive_bitcount	1500	55	1.000000	0.921000	0.999000	750885337	0	43373	19774	8851	98665860	18197
1481244726088927047	automotive_bitcount	1500	55	1.000000	0.921000	0.999000	750854025	0	40922	19125	8629	98026545	17881
1481244726597784409	automotive_bitcount	1500	56	1.000000	0.917000	0.994000	750832322	0	44393	20097	9218	95618647	18442
1481244727106527270	automotive_bitcount	1500	56	1.000000	0.919000	0.997000	750875939	0	42596	19205	9011	91661606	17901
1481244727615280049	automotive_bitcount	1500	55	1.000000	0.941000	1.020000	751074847	0	44086	20667	9076	90981134	18529
1481244728124028160	automotive_bitcount	1500	55	1.000000	0.921000	0.999000	750875629	0	41550	18167	8582	90948187	18137
1481244728633024398	automotive_bitcount	1500	55	1.000000	0.920000	0.998000	750876317	0	43338	18260	8887	90968304	18705
1481244729141742509	automotive_bitcount	1500	55	1.000000	0.919000	0.997000	750881434	0	43884	18736	8982	90965387	18513
1481244729650461204	automotive_bitcount	1500	56	1.000000	0.918000	0.996000	750882822	0	45005	20355	9438	90977567	18450
1481244730159158483	automotive_bitcount	1500	56	1.000000	0.924000	1.002000	750880637	0	43702	19908	8649	90944894	18147
1481244730667903761	automotive_bitcount	1500	55	1.000000	0.937000	1.016000	750881175	0	43777	20574	9217	90956941	18103
1481244731176607998	automotive_bitcount	1500	55	1.000000	0.920000	0.998000	750877125	0	43839	19934	8863	90942957	18468
1481244731685288318	automotive_bitcount	1500	55	1.000000	0.919000	0.997000	751078483	0	43808	20574	9189	90987068	18493
1481244732194020555	automotive_bitcount	1500	55	1.000000	0.919000	0.997000	750881581	0	42737	19880	8919	90946134	18219
1481244732702838417	automotive_bitcount	1500	55	1.000000	0.924000	1.002000	750873816	0	43968	20408	9071	90965965	18391
1481244733211525070	automotive_bitcount	1500	55	1.000000	0.940000	1.019000	750986800	0	42923	19657	9114	90948671	17816
1481244733720298973	automotive_bitcount	1500	55	1.000000	0.920000	0.998000	750867927	0	44685	20752	9538	90947404	18391
1481244734229083002	automotive_bitcount	1500	55	1.000000	0.920000	0.998000	750875807	0	43165	20121	8921	90948582	17979
1481244734737847114	automotive_bitcount	1500	55	1.000000	0.920000	0.998000	750881423	0	44867	19637	9272	90906449	18271
1481244735246538850	automotive_bitcount	1500	55	1.000000	0.924000	1.002000	750876708	0	44037	19453	8797	90933138	18163
1481244735755358170	automotive_bitcount	1500	55	1.000000	0.932000	1.011000	750873879	0	45006	20267	9115	90934754	18663
1481244736264184574	automotive_bitcount	1500	55	1.000000	0.921000	0.999000	750871287	0	43916	20140	8976	90909311	18434
1481244736772993394	automotive_bitcount	1500	55	1.000000	0.920000	0.998000	750870218	0	45477	20455	9051	90933545	18522
1481244737281774881	automotive_bitcount	1500	55	1.000000	0.920000	0.998000	750870230	0	44551	19698	9227	90882903	17962
1481244737790543035	automotive_bitcount	1500	55	1.000000	0.921000	0.999000	750870345	0	45376	20152	9075	90873260	18421
1481244738299250146	automotive_bitcount	1500	55	1.000000	0.925000	1.003000	750876991	0	43318	19786	8852	90828797	18260
1481244738808198175	automotive_bitcount	1500	55	1.000000	0.944000	1.024000	750885628	0	44542	19442	9099	90853998	18345
1481244739316950745	automotive_bitcount	1500	55	1.000000	0.922000	1.000000	751004030	0	43534	18890	8736	90840930	18329
1481244739825883107	automotive_bitcount	1500	55	1.000000	0.921000	0.999000	750985394	0	43424	18491	8851	90872443	19112
1481244740334607302	automotive_bitcount	1500	55	1.000000	0.921000	0.999000	751158354	0	42257	18056	8273	90832211	18487
1481244740843441956	automotive_bitcount	1500	55	1.000000	0.922000	1.000000	750984768	0	43918	19177	8785	92769073	18496
1481244741352233651	automotive_bitcount	1500	55	1.000000	0.947000	1.027000	750988875	0	43218	19209	8738	93913142	18025
1481244741861037513	automotive_bitcount	1500	55	1.000000	0.920000	0.998000	750981843	0	46756	20436	9451	94150394	18831
1481244742369809625	automotive_bitcount	1500	55	1.000000	0.921000	0.999000	750986871	0	44715	19752	8960	97760356	18263
1481244742878747820	automotive_bitcount	1500	55	1.000000	0.920000	0.998000	751007006	0	45245	19629	8945	99428645	18372
1481244743387516599	automotive_bitcount	1500	55	1.000000	0.917000	0.994000	618592404	0	66365	25012	14219	67332888	23344
1481244743896750503	automotive_qsort1	1500	55	1.000000	0.791000	0.859000	638807045	0	383999	147207	745486	234813398	210718
1481244744405894157	automotive_qsort1	1500	55	1.000000	1.005000	1.090000	750892682	0	170962	84212	862340	279155087	138746
1481244744914954728	automotive_qsort1	1500	55	1.000000	1.008000	1.093000	750896160	0	171949	87545	869638	279247178	138783
1481244745424043757	automotive_qsort1	1500	56	1.000000	1.005000	1.091000	750890007	0	169126	90548	871454	279373410	138746
1481244745933185911	automotive_qsort1	1500	56	1.000000	1.009000	1.095000	750887313	0	171130	86529	866126	279333100	138871
1481244746442286732	automotive_qsort1	1500	56	1.000000	1.008000	1.094000	750892052	0	165518	85261	866459	279161356	138270
1481244746951399511	automotive_qsort1	1500	56	1.000000	1.005000	1.091000	750903082	0	170229	88227	876557	278642422	138432
1481244747460445332	automotive_qsort1	1500	56	1.000000	1.009000	1.095000	750892729	0	155562	86688	877011	279074772	138362
1481244747969457611	automotive_qsort1	1500	56	1.000000	1.006000	1.091000	750990076	0	156306	89258	877523	279060777	139074
1481244748478411723	automotive_qsort1	1500	56	1.000000	1.007000	1.093000	750880359	0	168582	85033	876780	278872118	138668
