#Timestamp	Benchmark	CPU(4) Frequency(MHz)	CPU(4) Temperature(C)	A15 Voltage(V)	A15 Current(A)	A15 Power(W)	CPU_CYCLES	SW_INCR	L1I_CACHE_REFILL	L1I_TLB_REFILL	L1D_CACHE_REFILL	L1D_CACHE_ACCESS	L1D_TLB_REFILL
1481249515168113332	automotive_bitcount	1000	54	0.900000	0.386000	0.378000	313318599	0	220758	66023	56395	48680555	84876
1481249515677033736	automotive_bitcount	1000	54	0.900000	0.561000	0.548000	500848043	0	41978	17714	8917	46607368	18067
1481249516186106973	automotive_bitcount	1000	54	0.900000	0.558000	0.545000	500622982	0	42999	20241	9392	88979388	18171
1481249516695122252	automotive_bitcount	1000	54	0.900000	0.555000	0.542000	500638565	0	41436	18175	9033	47186706	17941
1481249517204095823	automotive_bitcount	1000	54	0.900000	0.558000	0.545000	500602543	0	40166	19412	9303	88413709	17758
1481249517713108102	automotive_bitcount	1000	54	0.900000	0.561000	0.548000	500614127	0	43889	19788	9828	47252615	18427
1481249518222020006	automotive_bitcount	1000	54	0.900000	0.552000	0.539000	500687812	0	42603	19731	9181	52469544	18165
1481249518731060201	automotive_bitcount	1000	54	0.900000	0.562000	0.549000	500618887	0	43321	19392	9585	83152795	18279
1481249519239965313	automotive_bitcount	1000	54	0.900000	0.559000	0.546000	500627982	0	42575	19045	9300	47210023	17587
1481249519748886592	automotive_bitcount	1000	54	0.900000	0.548000	0.535000	500619951	0	43470	19691	9836	61921069	18180
1481249520257861829	automotive_bitcount	1000	54	0.900000	0.558000	0.545000	500621450	0	42180	19362	9323	73684122	18097
1481249520766741650	automotive_bitcount	1000	54	0.900000	0.557000	0.544000	500610189	0	43963	19851	9581	47192305	18065
1481249521275730637	automotive_bitcount	1000	54	0.900000	0.559000	0.546000	500617080	0	43100	19507	9308	75036540	18065
1481249521784653416	automotive_bitcount	1000	54	0.900000	0.563000	0.550000	500623772	0	43946	19853	9458	60641253	18275
1481249522293580403	automotive_bitcount	1000	54	0.900000	0.543000	0.531000	500690350	0	42707	19547	9181	47013974	18402
1481249522802697890	automotive_bitcount	1000	54	0.900000	0.560000	0.547000	500622085	0	44522	19137	10026	85926228	18357
1481249523311713794	automotive_bitcount	1000	54	0.900000	0.557000	0.544000	500619531	0	43261	18597	9127	49860369	18116
1481249523820793740	automotive_bitcount	1000	54	0.900000	0.555000	0.542000	500614573	0	43074	20267	9247	46795022	18303
1481249524329774644	automotive_bitcount	1000	54	0.900000	0.558000	0.545000	500677516	0	40909	19682	9072	88720661	18120
1481249524838819923	automotive_bitcount	1000	54	0.900000	0.561000	0.548000	500601892	0	43283	20187	9198	47244366	18209
1481249525347780868	automotive_bitcount	1000	54	0.900000	0.553000	0.540000	500600223	0	41799	20130	9334	46583274	18062
1481249525856694439	automotive_bitcount	1000	54	0.900000	0.560000	0.547000	500601942	0	43857	19872	9902	88925935	18637
1481249526365656801	automotive_bitcount	1000	54	0.900000	0.540000	0.528000	500674965	0	42632	19174	9299	47262544	18226
1481249526874567996	automotive_bitcount	1000	54	0.900000	0.560000	0.547000	500602312	0	43686	20204	9372	47103980	18403
1481249527383556150	automotive_bitcount	1000	54	0.900000	0.529000	0.517000	500602606	0	42770	19710	9778	88441574	18270
1481249527892652221	automotive_bitcount	1000	54	0.900000	0.559000	0.546000	500596368	0	44479	20136	9628	47249095	18265
1481249528401677833	automotive_bitcount	1000	54	0.900000	0.523000	0.511000	500596924	0	44156	19193	9213	52493675	18017
1481249528910814779	automotive_bitcount	1000	54	0.900000	0.562000	0.549000	500599090	0	44742	20335	9295	83100996	18261
1481249529419752558	automotive_bitcount	1000	54	0.900000	0.550000	0.537000	500598726	0	42992	19737	9021	47227065	18048
1481249529928771004	automotive_bitcount	1000	54	0.900000	0.561000	0.548000	500608047	0	46063	20238	9734	61632037	18744
1481249530438028283	automotive_bitcount	1000	54	0.900000	0.559000	0.546000	500688907	0	43489	19399	9375	73994661	18312
1481249530947071604	automotive_bitcount	1000	54	0.900000	0.552000	0.539000	500596525	0	44944	19649	9801	47177296	18339
1481249531456112508	automotive_bitcount	1000	54	0.900000	0.558000	0.545000	500597631	0	42032	19240	9716	74976198	18205
1481249531965022161	automotive_bitcount	1000	54	0.900000	0.560000	0.547000	500603661	0	44217	20040	9253	60669648	18331
1481249532473965690	automotive_bitcount	1000	54	0.900000	0.556000	0.543000	500602764	0	42028	20190	9495	46989567	17929
1481249532982983428	automotive_bitcount	1000	54	0.900000	0.561000	0.548000	500601017	0	44850	20229	9579	85894245	18232
1481249533491857415	automotive_bitcount	1000	54	0.900000	0.542000	0.530000	500600189	0	43863	20054	9447	49963678	18155
1481249534001035402	automotive_bitcount	1000	54	0.900000	0.560000	0.547000	500597774	0	46148	20510	9349	46829003	18590
1481249534510072889	automotive_bitcount	1000	54	0.900000	0.529000	0.517000	500606067	0	44171	20027	9204	88756904	18042
1481249535019071502	automotive_bitcount	1000	54	0.900000	0.557000	0.544000	500664504	0	44508	20218	9607	47277398	18188
1481249535528066489	automotive_bitcount	1000	54	0.900000	0.524000	0.512000	500601191	0	44057	19630	9710	46646796	17987
